Temperature_A,Humidity_A,Temperature_B,Humidity_B,Temperature_C,Humidity_C,Weight_A1,Weight_A2,Weight_A3,Weight_B1,Weight_B2,Weight_B3,Weight_C1,Weight_C2,Weight_C3,Priority_A,Priority_B,Priority_C
12.0,78.4,24.5,77.9,30.2,84.2,0.0,59.2,23.5,12.0,13.5,8.8,102.6,2.6,112.5,Media,Baixa,Média
12.0,78.4,24.4,77.9,30.2,84.2,0.0,59.2,23.5,12.0,13.5,8.8,102.6,2.6,112.5,Media,Baixa,Média
12.0,78.5,24.4,77.8,30.2,84.2,0.0,59.2,23.5,12.0,13.5,8.8,102.6,2.6,112.5,Media,Baixa,Média
12.0,78.6,24.4,77.8,30.2,84.2,0.0,59.2,23.5,12.0,13.5,8.8,102.6,2.6,112.5,Media,Baixa,Média
12.0,78.6,24.4,77.7,30.2,84.2,0.0,59.2,23.5,12.0,13.5,8.8,102.6,2.6,112.5,Media,Baixa,Média
12.0,78.7,24.4,77.8,30.2,84.2,0.0,59.2,23.5,12.0,13.5,8.8,102.6,2.6,112.5,Media,Baixa,Média
12.0,78.7,24.4,77.9,30.2,84.3,0.0,59.2,23.5,12.0,13.5,8.8,102.6,2.6,112.5,Media,Baixa,Média
12.0,78.7,24.5,77.8,30.2,84.2,0.0,59.2,23.5,12.0,13.5,8.8,102.6,2.6,112.5,Media,Baixa,Média
12.0,78.8,24.4,77.8,30.2,84.3,0.0,59.2,23.5,12.0,13.5,8.8,102.6,2.6,112.5,Media,Baixa,Média
12.0,78.7,24.4,77.8,30.2,84.2,0.0,59.2,23.5,12.0,13.5,8.8,102.6,2.6,112.5,Media,Baixa,Média
12.0,78.8,24.4,78.1,30.2,84.4,0.0,59.2,23.5,12.0,13.5,8.8,102.6,2.6,112.5,Media,Baixa,Média
12.0,78.8,24.4,78.1,30.2,84.4,0.0,59.2,23.5,12.0,13.5,8.8,102.6,2.6,112.5,Media,Baixa,Média
12.0,78.8,24.4,77.9,30.2,84.4,0.0,59.2,23.5,12.0,13.5,8.8,102.6,2.6,112.5,Media,Baixa,Média
12.0,78.9,24.5,77.9,30.2,84.4,0.0,59.2,23.5,12.0,13.5,8.8,102.6,2.6,112.5,Media,Baixa,Média
12.0,78.9,24.4,77.8,30.2,84.4,0.0,59.2,23.5,12.0,13.5,8.8,102.6,2.6,112.5,Media,Baixa,Média
12.0,78.9,24.4,77.9,30.2,84.4,0.0,59.2,23.5,12.0,13.5,8.8,102.6,2.6,112.5,Media,Baixa,Média
11.9,78.9,24.4,77.8,30.2,84.4,0.0,59.2,23.5,12.0,13.5,8.8,102.6,2.6,112.5,Media,Baixa,Média
11.9,78.9,24.4,77.9,30.2,84.4,0.0,59.2,23.5,12.0,13.5,8.8,102.6,2.6,112.5,Media,Baixa,Média
12.0,79.1,24.4,78.0,30.2,84.6,0.0,59.2,23.5,12.0,13.5,8.8,102.6,2.6,112.5,Media,Baixa,Média
12.0,79.0,24.4,77.9,30.2,84.4,0.0,59.2,23.5,12.0,13.5,8.8,102.6,2.6,28.4,Media,Baixa,Média
12.0,79.0,24.4,78.0,30.2,84.5,0.0,59.2,23.5,12.0,13.5,8.8,102.6,2.6,28.4,Media,Baixa,Média
12.0,79.1,24.4,78.2,30.2,84.6,0.0,59.2,23.5,12.0,13.5,8.8,102.6,2.6,28.4,Media,Baixa,Média
12.0,79.1,24.4,78.1,30.2,84.6,0.0,59.2,56.4,12.0,13.5,8.8,102.6,2.6,28.4,Media,Baixa,Média
12.0,79.1,24.4,78.1,30.2,84.6,0.0,59.2,56.4,12.0,13.5,8.8,102.6,2.6,28.4,Media,Baixa,Média
12.0,79.1,24.4,78.1,30.2,84.6,0.0,59.2,56.4,12.0,13.5,8.8,102.6,2.6,28.4,Media,Baixa,Média
12.0,79.2,24.4,78.0,30.2,84.6,0.0,59.2,56.4,12.0,13.5,8.8,102.6,2.6,40.8,Media,Baixa,Média
12.0,79.2,24.4,78.0,30.2,84.6,0.0,59.2,56.4,12.0,13.5,8.8,102.6,2.6,40.8,Media,Baixa,Média
12.0,79.3,24.4,78.1,30.2,84.7,0.0,59.2,56.4,12.0,13.5,8.8,102.6,2.6,40.8,Media,Baixa,Média
12.0,79.3,24.4,78.1,30.2,84.7,0.0,59.2,56.4,12.0,13.5,8.8,102.6,2.6,40.8,Media,Baixa,Média
12.0,79.3,24.3,78.0,30.2,84.6,0.0,59.2,56.4,12.0,13.5,8.8,102.6,2.6,40.8,Media,Baixa,Média
12.0,79.3,24.3,78.0,30.2,84.6,0.0,59.2,56.4,12.0,13.5,8.8,102.6,2.6,40.8,Media,Baixa,Média
12.0,79.3,24.3,78.1,30.2,84.7,0.0,59.2,56.4,12.0,13.5,8.8,102.6,2.6,40.8,Media,Baixa,Média
12.0,79.3,24.3,78.2,30.2,84.8,0.0,59.2,56.4,12.0,13.5,8.8,102.6,2.6,40.8,Media,Baixa,Média
12.0,79.4,24.3,78.2,30.2,84.8,0.0,59.2,56.4,12.0,13.5,8.8,102.6,2.6,40.8,Media,Baixa,Média
12.0,79.4,24.3,78.4,30.2,84.9,0.0,59.2,2.8,12.0,13.5,8.8,102.6,2.6,40.8,Media,Baixa,Média
12.0,79.4,24.3,78.4,30.2,84.9,0.0,59.2,2.8,12.0,13.5,8.8,102.6,2.6,54.0,Media,Baixa,Média
12.0,79.4,24.3,78.4,30.2,84.9,0.0,59.2,2.8,12.0,13.5,8.8,102.6,2.6,54.0,Media,Baixa,Média
12.0,79.4,24.3,78.4,30.2,84.9,0.0,59.2,2.8,12.0,13.5,8.8,102.6,2.6,54.0,Media,Baixa,Média
12.0,79.5,24.3,78.4,30.2,85.0,0.0,59.2,2.8,12.0,13.5,8.8,102.6,2.6,54.0,Media,Baixa,Média
12.0,79.6,24.3,78.6,30.2,85.1,0.0,59.2,2.8,12.0,13.5,8.8,102.6,2.6,54.0,Media,Baixa,Média
12.0,79.6,24.3,78.5,30.2,85.0,0.0,59.2,2.8,12.0,13.5,8.8,102.6,2.6,54.0,Media,Baixa,Média
12.0,79.6,24.3,78.5,30.2,85.0,0.0,59.2,138.6,12.0,13.5,8.8,102.6,2.6,54.0,Media,Baixa,Média
12.0,79.7,24.3,78.7,30.2,85.2,0.0,59.2,138.6,12.0,13.5,8.8,102.6,2.6,32.7,Media,Baixa,Média
12.0,79.7,24.3,78.8,30.2,85.2,0.0,59.2,138.6,12.0,13.5,8.8,102.6,2.6,32.7,Media,Baixa,Média
12.0,79.7,24.3,78.8,30.2,85.2,0.0,59.2,138.6,12.0,13.5,8.8,102.6,2.6,32.7,Media,Baixa,Média
12.1,79.8,24.3,78.7,30.2,85.2,0.0,59.2,138.6,12.0,13.5,8.8,102.6,2.6,32.7,Media,Baixa,Média
12.0,79.8,24.2,78.7,30.1,85.2,0.0,59.2,138.6,12.0,13.5,8.8,102.6,2.6,32.7,Media,Baixa,Média
12.0,79.8,24.3,78.7,30.2,85.2,46.4,59.2,138.6,12.0,13.5,8.8,102.6,2.6,32.7,Media,Baixa,Média
12.0,79.9,24.3,78.6,30.2,85.2,46.4,59.2,138.6,12.0,13.5,8.8,102.6,2.6,32.7,Media,Baixa,Média
12.0,79.9,24.3,78.6,30.2,85.2,46.4,59.2,138.6,12.0,13.5,8.8,102.6,2.6,32.7,Media,Baixa,Média
12.0,80.0,24.3,78.6,30.2,85.3,46.4,59.2,138.6,12.0,13.5,8.8,102.6,2.6,32.7,Media,Baixa,Média
12.0,80.0,24.2,78.6,30.1,85.3,46.4,59.2,138.6,12.0,13.5,8.8,102.6,2.6,32.7,Media,Baixa,Média
12.0,80.0,24.3,78.6,30.2,85.3,46.4,59.2,138.6,12.0,13.5,8.8,102.6,2.6,32.7,Media,Baixa,Média
12.0,80.1,24.2,78.6,30.1,85.4,46.4,59.2,138.6,12.0,126.9,8.8,102.6,2.6,32.7,Media,Baixa,Média
12.0,80.1,24.3,78.7,30.2,85.4,46.4,59.2,138.6,12.0,126.9,8.8,102.6,2.6,32.7,Media,Baixa,Média
12.1,80.2,24.2,78.6,30.2,85.4,46.4,59.2,138.6,12.0,126.9,8.8,102.6,2.6,32.7,Media,Baixa,Média
12.0,80.2,24.2,78.6,30.1,85.4,46.4,59.2,138.6,12.0,126.9,8.8,102.6,2.6,32.7,Media,Baixa,Média
12.1,80.3,24.3,78.8,30.2,85.6,46.4,59.2,138.6,12.0,126.9,8.8,102.6,2.6,45.9,Media,Baixa,Média
12.0,80.3,24.2,78.6,30.1,85.4,46.4,59.2,138.6,12.0,126.9,8.8,102.6,2.6,45.9,Media,Baixa,Média
12.0,80.3,24.2,78.7,30.1,85.5,46.4,59.2,138.6,12.0,126.9,8.8,102.6,2.6,45.9,Media,Baixa,Média
12.0,80.3,24.2,78.8,30.1,85.6,46.4,59.2,138.6,12.0,126.9,8.8,102.6,2.6,45.9,Media,Baixa,Média
12.0,80.3,24.2,78.8,30.1,85.6,46.4,59.2,138.6,12.0,126.9,8.8,102.6,2.6,45.9,Media,Baixa,Média
12.0,80.4,24.2,78.8,30.1,85.6,46.4,59.2,138.6,12.0,126.9,8.8,102.6,2.6,45.9,Media,Baixa,Média
12.0,80.4,24.2,79.2,30.1,85.8,46.4,59.2,138.6,12.0,126.9,8.8,102.6,2.6,45.9,Media,Baixa,Média
12.0,80.5,24.2,79.4,30.1,86.0,46.4,59.2,138.6,12.0,126.9,8.8,102.6,2.6,45.9,Media,Baixa,Média
12.0,80.6,24.2,79.4,30.1,86.0,46.4,59.2,138.6,12.0,126.9,8.8,102.6,2.6,45.9,Media,Baixa,Média
12.0,80.6,24.2,79.4,30.1,86.0,46.4,59.2,138.6,12.0,126.9,15.9,15.0,2.6,45.9,Media,Baixa,Média
12.0,80.6,24.2,79.6,30.1,86.1,46.4,59.2,138.6,12.0,126.9,15.9,15.0,2.6,45.9,Media,Baixa,Média
12.0,80.6,24.2,79.6,30.1,86.1,46.4,59.2,138.6,12.0,126.9,15.9,15.0,2.6,45.9,Media,Baixa,Média
12.0,80.6,24.2,79.6,30.1,86.1,46.4,59.2,138.6,12.0,126.9,15.9,15.0,2.6,45.9,Media,Baixa,Média
12.1,80.7,24.2,79.5,30.2,86.1,46.4,59.2,138.6,12.0,126.9,15.9,15.0,2.6,45.9,Media,Baixa,Média
12.0,80.7,24.1,79.4,30.0,86.1,46.4,59.2,138.6,12.0,126.9,15.9,15.0,2.6,45.9,Media,Baixa,Média
12.0,80.7,24.2,79.4,30.1,86.1,46.4,59.2,138.6,12.0,126.9,15.9,15.0,2.6,45.9,Media,Baixa,Média
12.0,80.7,24.2,79.5,30.1,86.1,46.4,59.2,138.6,12.0,126.9,15.9,15.0,2.6,45.9,Media,Baixa,Média
12.0,80.7,24.1,79.5,30.0,86.1,46.4,59.2,138.6,12.0,126.9,15.9,15.0,2.6,45.9,Media,Baixa,Média
12.0,80.8,24.2,79.6,30.1,86.2,46.4,59.2,138.6,12.0,126.9,15.9,15.0,2.6,45.9,Media,Baixa,Média
12.0,80.9,24.2,79.6,30.1,86.2,46.4,59.2,138.6,12.0,126.9,15.9,15.0,2.6,45.9,Media,Baixa,Média
12.0,81.0,24.2,79.6,30.1,86.3,46.4,59.2,138.6,12.0,126.9,15.9,15.0,2.6,45.9,Media,Baixa,Média
12.0,81.0,24.1,79.5,30.0,86.2,46.4,59.2,138.6,12.0,126.9,15.9,15.0,2.6,45.9,Media,Baixa,Média
12.0,81.0,24.1,79.5,30.0,86.2,46.4,59.2,138.6,12.0,126.9,15.9,15.0,2.6,45.9,Media,Baixa,Média
12.1,81.1,24.1,79.4,30.1,86.2,46.4,59.2,138.6,12.0,126.9,15.9,15.0,2.6,45.9,Media,Baixa,Média
12.0,81.1,24.2,79.4,30.1,86.2,46.4,59.2,138.6,12.0,126.9,15.9,15.0,2.6,45.9,Media,Baixa,Média
12.0,81.1,24.1,79.4,30.0,86.2,46.4,59.2,22.0,12.0,126.9,15.9,15.0,2.6,45.9,Media,Baixa,Média
12.0,81.2,24.1,79.3,30.0,86.2,46.4,59.2,22.0,12.0,126.9,15.9,15.0,2.6,45.9,Media,Baixa,Média
12.0,81.2,24.1,79.3,30.0,86.2,46.4,59.2,22.0,12.0,126.9,15.9,15.0,2.6,45.9,Media,Baixa,Média
12.1,81.3,24.1,79.3,30.1,86.3,46.4,59.2,22.0,12.0,126.9,15.9,15.0,2.6,45.9,Media,Baixa,Média
12.0,81.2,24.1,79.4,30.0,86.3,46.4,59.2,22.0,12.0,126.9,15.9,15.0,2.6,45.9,Media,Baixa,Média
12.0,81.3,24.1,79.4,30.0,86.4,46.4,59.2,22.0,12.0,126.9,15.9,15.0,2.6,45.9,Media,Baixa,Média
12.0,81.3,24.1,79.4,30.0,86.4,46.4,59.2,22.0,12.0,126.9,15.9,15.0,2.6,45.9,Media,Baixa,Média
12.0,81.3,24.1,79.6,30.0,86.4,46.4,59.2,22.0,12.0,126.9,15.9,15.0,2.6,45.9,Media,Baixa,Média
12.0,81.3,24.1,79.6,30.0,86.4,46.4,59.2,22.0,12.0,126.9,15.9,15.0,2.6,45.9,Media,Baixa,Média
12.0,81.4,24.1,79.7,30.0,86.6,46.4,59.2,22.0,12.0,126.9,15.9,15.0,2.6,45.9,Media,Baixa,Média
12.0,81.5,24.1,79.7,30.0,86.6,46.4,59.2,22.0,12.0,126.9,15.9,15.0,2.6,45.9,Media,Baixa,Média
12.1,81.6,24.1,79.6,30.1,86.6,46.4,59.2,22.0,12.0,126.9,15.9,15.0,2.6,45.9,Media,Baixa,Média
12.1,81.6,24.1,79.5,30.1,86.6,46.4,59.2,22.0,12.0,126.9,15.9,15.0,2.6,45.9,Media,Baixa,Média
12.1,81.7,24.1,79.4,30.1,86.6,46.4,59.2,22.0,12.0,126.9,15.9,15.0,2.6,45.9,Media,Baixa,Média
12.0,81.6,24.1,79.5,30.0,86.6,46.4,59.2,22.0,12.0,126.9,15.9,15.0,2.6,45.9,Média,Baixa,Média
12.0,81.7,24.1,79.7,30.0,86.7,46.4,59.2,22.0,12.0,126.9,15.9,15.0,0.0,45.9,Média,Baixa,Média
12.0,81.7,24.1,79.7,30.0,86.7,46.4,59.2,22.0,12.0,126.9,15.9,15.0,0.0,45.9,Média,Baixa,Média
12.0,81.7,24.1,79.6,30.0,86.6,46.4,59.2,22.0,12.0,126.9,15.9,15.0,0.0,45.9,Média,Baixa,Média
12.1,81.8,24.1,79.8,30.1,86.8,46.4,59.2,22.0,12.0,126.9,15.9,15.0,0.0,45.9,Média,Baixa,Média
12.1,81.8,24.1,79.8,30.1,86.8,46.4,59.2,22.0,12.0,126.9,15.9,15.0,0.0,45.9,Média,Baixa,Média
12.0,81.8,24.1,79.9,30.0,86.8,46.4,59.2,22.0,12.0,126.9,15.9,15.0,0.0,45.9,Média,Baixa,Média
12.1,81.9,24.1,80.1,30.1,87.0,46.4,59.2,22.0,12.0,126.9,15.9,15.0,0.0,45.9,Média,Baixa,Média
12.0,81.8,24.1,80.1,30.0,86.9,46.4,59.2,22.0,12.0,126.9,15.9,15.0,0.0,45.9,Média,Baixa,Média
12.1,81.9,24.0,80.0,30.0,87.0,46.4,59.2,22.0,12.0,126.9,15.9,15.0,0.0,45.9,Média,Baixa,Média
12.0,81.9,24.1,80.0,30.0,87.0,46.4,59.2,22.0,12.0,126.9,15.9,15.0,0.0,45.9,Média,Baixa,Média
12.0,81.9,24.0,80.0,30.0,87.0,46.4,59.2,22.0,12.0,126.9,15.9,15.0,0.0,45.9,Média,Baixa,Média
12.1,82.0,24.1,79.9,30.1,87.0,46.4,59.2,22.0,12.0,126.9,15.9,15.0,0.0,45.9,Média,Baixa,Média
12.0,81.9,24.1,79.8,30.0,86.8,46.4,59.2,22.0,12.0,126.9,15.9,15.0,0.0,45.9,Média,Baixa,Média
12.0,82.0,24.1,79.8,30.0,86.9,46.4,59.2,22.0,12.0,126.9,15.9,15.0,0.0,45.9,Média,Baixa,Média
12.1,82.0,24.1,79.9,30.1,87.0,46.4,59.2,22.0,12.0,126.9,15.9,15.0,0.0,45.9,Média,Baixa,Média
12.0,82.0,24.0,80.0,30.0,87.0,46.4,59.2,22.0,12.0,126.9,158.4,17.4,0.0,45.9,Média,Baixa,Média
12.0,82.0,24.1,80.1,30.0,87.0,46.4,59.2,22.0,12.0,126.9,158.4,17.4,0.0,45.9,Média,Baixa,Média
12.1,82.1,24.1,80.3,30.1,87.2,46.4,59.2,22.0,12.0,126.9,158.4,17.4,0.0,45.9,Média,Baixa,Média
12.1,82.1,24.1,80.3,30.1,87.2,46.4,59.2,22.0,12.0,126.9,158.4,17.4,0.0,45.9,Média,Baixa,Média
12.1,82.1,24.1,80.4,30.1,87.2,46.4,59.2,22.0,12.0,126.9,158.4,17.4,0.0,45.9,Média,Baixa,Média
12.0,82.1,24.0,80.5,30.0,87.3,46.4,59.2,22.0,12.0,126.9,158.4,17.4,0.0,45.9,Média,Baixa,Média
12.1,82.2,24.1,80.5,30.1,87.4,46.4,59.2,22.0,12.0,126.9,158.4,17.4,0.0,45.9,Média,Baixa,Média
12.1,82.2,24.0,80.6,30.0,87.4,46.4,59.2,22.0,26.4,126.9,158.4,17.4,0.0,45.9,Média,Baixa,Média
12.0,82.2,24.0,80.6,30.0,87.4,46.4,59.2,22.0,26.4,126.9,158.4,17.4,0.0,45.9,Média,Baixa,Média
12.0,82.2,24.0,80.7,30.0,87.4,46.4,59.2,22.0,26.4,126.9,158.4,17.4,0.0,45.9,Média,Baixa,Média
12.0,82.2,24.0,80.8,30.0,87.5,46.4,59.2,22.0,26.4,126.9,158.4,17.4,0.0,45.9,Média,Baixa,Média
12.0,82.2,24.0,80.8,30.0,87.5,46.4,59.2,22.0,26.4,126.9,158.4,17.4,0.0,45.9,Média,Baixa,Média
12.1,82.4,24.0,80.8,30.0,87.6,46.4,59.2,22.0,26.4,126.9,158.4,17.4,0.0,45.9,Média,Baixa,Média
12.0,82.4,24.0,80.8,30.0,87.6,46.4,59.2,22.0,26.4,126.9,158.4,17.4,0.0,45.9,Média,Baixa,Média
12.1,82.4,24.0,80.8,30.0,87.6,46.4,59.2,22.0,26.4,126.9,158.4,17.4,0.0,45.9,Média,Baixa,Média
12.1,82.5,24.1,80.9,30.1,87.7,46.4,59.2,22.0,26.4,126.9,158.4,17.4,0.0,45.9,Média,Baixa,Média
12.1,82.5,24.0,80.7,30.0,87.6,46.4,59.2,22.0,26.4,126.9,158.4,17.4,0.0,45.9,Média,Baixa,Média
12.1,82.6,24.0,80.6,30.0,87.6,46.4,59.2,22.0,26.4,126.9,158.4,17.4,0.0,45.9,Média,Baixa,Média
12.1,82.6,24.0,80.6,30.0,87.6,46.4,59.2,22.0,26.4,126.9,158.4,17.4,0.0,45.9,Média,Baixa,Média
12.1,82.7,24.0,80.6,30.0,87.6,46.4,59.2,22.0,26.4,126.9,158.4,17.4,0.0,45.9,Média,Baixa,Média
12.0,82.6,24.0,80.6,30.0,87.6,46.4,59.2,22.0,26.4,126.9,158.4,17.4,0.0,45.9,Média,Baixa,Média
12.0,82.6,24.0,80.5,30.0,87.6,46.4,59.2,22.0,26.4,126.9,158.4,17.4,0.0,45.9,Média,Baixa,Média
12.1,82.7,24.0,80.4,30.0,87.6,46.4,59.2,22.0,26.4,126.9,158.4,17.4,0.0,45.9,Média,Baixa,Média
12.1,82.7,24.0,80.4,30.0,87.6,46.4,59.2,22.0,26.4,126.9,158.4,17.4,0.0,45.9,Média,Baixa,Média
12.1,82.7,24.0,80.5,30.0,87.6,46.4,59.2,22.0,26.4,126.9,158.4,17.4,0.0,45.9,Média,Baixa,Média
12.1,82.7,24.0,80.4,30.0,87.6,46.4,59.2,22.0,26.4,126.9,158.4,17.4,0.0,45.9,Média,Baixa,Média
12.1,82.7,24.0,80.4,30.0,87.6,46.4,59.2,22.0,26.4,126.9,158.4,17.4,0.0,45.9,Média,Baixa,Média
12.1,82.8,24.0,80.4,30.0,87.6,46.4,59.2,22.0,26.4,126.9,158.4,17.4,0.0,45.9,Média,Baixa,Média
12.1,82.8,24.0,80.4,30.0,87.6,46.4,59.2,22.0,26.4,126.9,158.4,17.4,0.0,45.9,Média,Baixa,Média
12.1,82.8,24.0,80.4,30.0,87.6,46.4,59.2,22.0,26.4,126.9,158.4,17.4,0.0,45.9,Média,Baixa,Média
12.0,82.8,24.0,80.5,30.0,87.6,46.4,59.2,22.0,26.4,126.9,158.4,17.4,0.0,45.9,Média,Baixa,Média
12.1,82.9,24.0,80.6,30.0,87.8,46.4,59.2,22.0,26.4,126.9,158.4,17.4,0.0,45.9,Média,Baixa,Média
12.1,82.9,24.0,80.5,30.0,87.7,46.4,59.2,28.2,26.4,126.9,158.4,17.4,0.0,45.9,Média,Baixa,Média
12.1,82.9,24.0,80.6,30.0,87.8,46.4,59.2,28.2,26.4,126.9,158.4,17.4,0.0,45.9,Média,Baixa,Média
12.0,82.9,23.9,80.4,30.0,87.6,46.4,59.2,28.2,26.4,126.9,158.4,17.4,0.0,45.9,Média,Baixa,Média
12.1,83.0,24.0,80.4,30.0,87.7,46.4,59.2,28.2,26.4,126.9,158.4,17.4,0.0,45.9,Média,Baixa,Média
12.1,83.0,24.0,80.4,30.0,87.7,46.4,59.2,28.2,26.4,126.9,158.4,17.4,0.0,45.9,Média,Baixa,Média
12.1,83.0,24.0,80.5,30.0,87.8,46.4,59.2,28.2,26.4,126.9,158.4,17.4,0.0,45.9,Média,Baixa,Média
12.1,83.0,24.0,80.6,30.0,87.8,46.4,59.2,28.2,26.4,126.9,158.4,17.4,0.0,45.9,Média,Baixa,Média
12.1,83.1,24.0,80.7,30.0,87.9,46.4,59.2,28.2,26.4,126.9,158.4,17.4,0.0,45.9,Média,Baixa,Média
12.1,83.1,24.0,80.8,30.0,87.9,46.4,59.2,28.2,26.4,126.9,158.4,17.4,0.0,45.9,Média,Baixa,Média
12.1,83.1,24.0,80.7,30.0,87.9,46.4,59.2,28.2,26.4,126.9,158.4,17.4,0.0,45.9,Média,Baixa,Média
12.1,83.1,24.0,80.6,30.0,87.8,46.4,59.2,28.2,26.4,126.9,158.4,17.4,0.0,45.9,Média,Baixa,Média
12.1,83.1,24.0,80.8,30.0,87.9,46.4,59.2,28.2,26.4,126.9,158.4,17.4,0.0,45.9,Média,Baixa,Média
12.1,83.1,24.0,80.6,30.0,87.8,46.4,59.2,28.2,26.4,126.9,158.4,17.4,0.0,45.9,Média,Baixa,Média
12.1,83.1,23.9,80.5,30.0,87.8,46.4,59.2,28.2,26.4,126.9,158.4,17.4,0.0,45.9,Média,Baixa,Média
12.1,83.1,23.9,80.4,30.0,87.8,46.4,59.2,65.2,26.4,126.9,158.4,17.4,0.0,45.9,Média,Baixa,Média
12.1,83.2,23.9,80.3,30.0,87.8,46.4,59.2,65.2,26.4,126.9,158.4,17.4,0.0,45.9,Média,Baixa,Média
12.1,83.2,23.9,80.4,30.0,87.8,46.4,59.2,65.2,26.4,126.9,28.8,49.2,0.0,45.9,Média,Baixa,Média
12.1,83.2,23.9,80.4,30.0,87.8,46.4,59.2,65.2,26.4,126.9,28.8,49.2,0.0,45.9,Média,Baixa,Média
12.1,83.3,23.9,80.3,30.0,87.8,46.4,59.2,65.2,26.4,126.9,28.8,49.2,0.0,45.9,Média,Baixa,Média
12.1,83.4,23.9,80.3,30.0,87.8,46.4,59.2,65.2,26.4,126.9,28.8,49.2,0.0,45.9,Média,Baixa,Média
12.1,83.4,23.9,80.3,30.0,87.8,46.4,59.2,65.2,26.4,126.9,45.2,115.2,0.0,45.9,Média,Baixa,Média
12.1,83.4,23.9,80.4,30.0,87.9,46.4,59.2,65.2,26.4,126.9,45.2,115.2,0.0,45.9,Média,Baixa,Média
12.1,83.5,23.9,80.4,30.0,88.0,46.4,59.2,65.2,26.4,126.9,45.2,115.2,0.0,45.9,Média,Baixa,Média
12.1,83.5,23.9,80.4,30.0,88.0,46.4,59.2,65.2,26.4,126.9,45.2,115.2,0.0,45.9,Média,Baixa,Média
12.1,83.5,23.9,80.4,30.0,88.0,46.4,59.2,65.2,26.4,126.9,45.2,115.2,0.0,45.9,Média,Baixa,Média
12.1,83.5,23.9,80.4,30.0,88.0,46.4,59.2,65.2,26.4,126.9,45.2,115.2,0.0,45.9,Média,Baixa,Média
12.1,83.5,23.9,80.4,30.0,88.0,46.4,59.2,65.2,26.4,126.9,45.2,115.2,0.0,59.7,Média,Baixa,Média
12.1,83.6,23.9,80.5,30.0,88.0,46.4,59.2,65.2,26.4,126.9,45.2,115.2,0.0,59.7,Média,Baixa,Média
12.1,83.6,23.9,80.6,30.0,88.1,46.4,59.2,65.2,26.4,126.9,45.2,115.2,0.0,59.7,Média,Baixa,Média
12.1,83.6,23.9,80.5,30.0,88.0,46.4,59.2,65.2,26.4,126.9,45.2,115.2,0.0,59.7,Média,Baixa,Média
12.1,83.6,23.9,80.5,30.0,88.0,46.4,59.2,65.2,26.4,126.9,45.2,115.2,0.0,59.7,Média,Baixa,Média
12.1,83.6,23.9,80.5,30.0,88.0,0.0,59.2,65.2,26.4,126.9,45.2,115.2,0.0,59.7,Media,Baixa,Média
12.1,83.6,23.9,80.6,30.0,88.1,0.0,59.2,65.2,26.4,126.9,45.2,115.2,0.0,59.7,Media,Baixa,Média
12.1,83.7,23.9,80.6,30.0,88.2,0.0,59.2,62.8,26.4,126.9,45.2,115.2,0.0,59.7,Media,Baixa,Média
12.1,83.7,23.9,80.6,30.0,88.2,0.0,59.2,62.8,26.4,126.9,45.2,115.2,0.0,59.7,Media,Baixa,Média
12.0,83.6,23.9,80.6,30.0,88.1,0.0,59.2,62.8,26.4,126.9,45.2,115.2,0.0,59.7,Media,Baixa,Média
12.1,83.7,23.9,80.6,30.0,88.2,0.0,59.2,62.8,26.4,126.9,45.2,115.2,0.0,59.7,Media,Baixa,Média
12.1,83.7,23.9,80.6,30.0,88.2,0.0,59.2,62.8,26.4,126.9,45.2,115.2,0.0,59.7,Media,Baixa,Média
12.1,83.7,23.9,80.7,30.0,88.2,0.0,59.2,62.8,26.4,126.9,45.2,115.2,0.0,59.7,Media,Baixa,Média
12.1,83.7,23.9,80.7,30.0,88.2,0.0,59.2,62.8,26.4,126.9,45.2,115.2,0.0,59.7,Media,Baixa,Média
12.1,83.7,23.9,80.8,30.0,88.2,0.0,59.2,62.8,26.4,126.9,45.2,115.2,0.0,59.7,Media,Baixa,Média
12.1,83.8,23.9,81.0,30.0,88.4,0.0,59.2,62.8,26.4,126.9,45.2,115.2,0.0,59.7,Media,Baixa,Média
12.1,83.8,23.9,81.2,30.0,88.5,0.0,59.2,62.8,26.4,126.9,45.2,115.2,0.0,59.7,Media,Baixa,Média
12.1,83.9,23.9,81.2,30.0,88.6,0.0,59.2,62.8,26.4,126.9,45.2,115.2,0.0,59.7,Media,Baixa,Média
12.1,83.9,23.8,81.2,30.0,88.6,0.0,59.2,62.8,26.4,28.5,45.2,115.2,0.0,59.7,Media,Baixa,Média
12.1,83.9,23.9,81.3,30.0,88.6,0.0,59.2,62.8,26.4,28.5,45.2,115.2,0.0,59.7,Media,Baixa,Média
12.1,83.9,23.9,81.3,30.0,88.6,0.0,59.2,62.8,26.4,28.5,45.2,115.2,0.0,59.7,Media,Baixa,Média
12.1,84.0,23.9,81.3,30.0,88.6,0.0,59.2,62.8,26.4,28.5,45.2,115.2,0.0,59.7,Media,Baixa,Média
12.1,84.0,23.9,81.3,30.0,88.6,0.0,59.2,62.8,26.4,28.5,45.2,115.2,0.0,59.7,Media,Baixa,Média
12.1,84.0,23.9,81.4,30.0,88.7,0.0,59.2,62.8,26.4,28.5,45.2,115.2,0.0,59.7,Media,Baixa,Média
12.1,84.1,23.9,81.4,30.0,88.8,0.0,59.2,62.8,26.4,28.5,45.2,115.2,0.0,59.7,Media,Baixa,Média
